Model,Refrigerant,Frequency / Rotation,HP,Power Supply,Application,Standard Condition,Tested Conditions,Capacity,Efficiency,Displacement,Motor Type,Starting Torque 
EMI70HER,R-134a,50 Hz,1/5,220 V 50 Hz,LBP,ARI 540,LBP,145,1.08,5.89 cm³,RSIR/CSIR,LST
EMI70HER,R-134a,60 Hz,1/5,115-127 V 60 Hz,LBP,EN12900,LBP,103,0.80,5.89 cm³,RSIR/CSIR,LST
EMI70HER,R-134a,60 Hz,1/5,220 V 60 Hz,LBP,EN12900,LBP,103,0.84,5.89 cm³,RSIR,LST
EMI70HER,R-134a,50 Hz,1/5,220 V 50 Hz,LBP,EN12900,LBP,81,0.74,5.89 cm³,RSIR/CSIR,LST
EMI70HNR,R-134a,60 Hz,1/5,115 V 60 Hz,L/MBP,ASHRAE,LBP,215,1.29,5.89 cm³,RSIR,LST
EMI70HNR,R-134a,60 Hz,1/5,115 V 60 Hz,L/MBP,ARI 540,LBP,187,1.14,5.89 cm³,RSIR,LST
EMI70HNR,R-134a,60 Hz,1/5,115 V 60 Hz,L/MBP,EN12900,LBP,107,0.70,5.89 cm³,RSIR,LST
EMI70UER,R-290,60 Hz,1/5,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,210,1.34,4.08 cm³,RSIR/CSIR,LST
EMI70UER,R-290,60 Hz,1/5,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,210,1.34,4.08 cm³,CSIR,LST
EMI70UER,R-290,60 Hz,1/5,115-127 V 60 Hz,L/MBP,ARI 540,LBP,181,1.17,4.08 cm³,RSIR/CSIR,LST
EMI70UER,R-290,60 Hz,1/5,115-127 V 60 Hz,L/MBP,ARI 540,LBP,181,1.17,4.08 cm³,CSIR,LST
EMI70UER,R-290,50 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,176,1.18,4.08 cm³,RSIR/CSIR,LST
EMI70UER,R-290,50 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,148,1.02,4.08 cm³,RSIR/CSIR,LST
EMI70UER,R-290,60 Hz,1/5,115-127 V 60 Hz,L/MBP,EN12900,LBP,118,1.01,4.08 cm³,RSIR/CSIR,LST
EMI70UER,R-290,60 Hz,1/5,115-127 V 60 Hz,L/MBP,EN12900,LBP,118,1.01,4.08 cm³,CSIR,LST
EMI70UER,R-290,50 Hz,1/5,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,101,0.89,4.08 cm³,RSIR/CSIR,LST
EMI90UEX,R-290,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,286,1.37,4.99 cm³,RSIR,LST
EMI90UEX,R-290,60 Hz,1/4,220 V 60 Hz,L/MBP,ASHRAE,LBP,279,1.35,4.99 cm³,CSIR,LST
EMI90UEX,R-290,60 Hz,1/4,220 V 60 Hz,L/MBP,ASHRAE,LBP,279,1.35,4.99 cm³,RSIR,LST
EMI90UEX,R-290,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,265,1.32,4.99 cm³,CSIR,HST
EMI90UEX,R-290,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ARI 540,LBP,241,1.18,4.99 cm³,RSIR,LST
EMI90UEX,R-290,60 Hz,1/4,220 V 60 Hz,L/MBP,ARI 540,LBP,237,1.18,4.99 cm³,CSIR,LST
EMI90UEX,R-290,60 Hz,1/4,220 V 60 Hz,L/MBP,ARI 540,LBP,237,1.18,4.99 cm³,RSIR,LST
EMI90UEX,R-290,60 Hz,1/4,115-127 V 60 Hz,L/MBP,ARI 540,LBP,226,1.16,4.99 cm³,CSIR,HST
EMI90UEX,R-290,60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,164,1.10,4.99 cm³,CSIR,HST
EMI90UEX,R-290,60 Hz,1/4,115-127 V 60 Hz,L/MBP,EN12900,LBP,163,1.03,4.99 cm³,RSIR,LST
EMI90UEX,R-290,60 Hz,1/4,220 V 60 Hz,L/MBP,EN12900,LBP,163,1.06,4.99 cm³,CSIR,LST
EMI90UEX,R-290,60 Hz,1/4,220 V 60 Hz,L/MBP,EN12900,LBP,163,1.06,4.99 cm³,RSIR,LST
EMIE30HER,R-134a,60 Hz,-,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,88,1.26,2.83 cm³,RSIR/CSIR,LST
EMIE30HER,R-134a,60 Hz,-,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,88,1.27,2.83 cm³,RSIR/CSIR,LST
EMIE30HER,R-134a,60 Hz,-,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,79,1.17,2.83 cm³,RSIR/CSIR,LST
EMIE30HER,R-134a,60 Hz,-,115-127 V 60 Hz,L/MBP,ARI 540,LBP,79,1.17,2.83 cm³,RSIR/CSIR,LST
EMIE30HER,R-134a,50 Hz,-,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,73,1.16,2.83 cm³,RSIR/CSIR,LST
EMIE30HER,R-134a,50 Hz,-,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,66,1.10,2.83 cm³,RSIR/CSIR,LST
EMIE30HER,R-134a,60 Hz,-,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,40,0.71,2.83 cm³,RSIR/CSIR,LST
EMIE30HER,R-134a,60 Hz,-,115-127 V 60 Hz,L/MBP,EN12900,LBP,40,0.68,2.83 cm³,RSIR/CSIR,LST
EMIE30HER,R-134a,50 Hz,-,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,32,0.62,2.83 cm³,RSIR/CSIR,LST
EMIE30HJP,R-134a,60 Hz,1/10,220 V 60 Hz,LBP,ASHRAE,LBP,88,1.26,2.83 cm³,RSIR,LST
EMIE30HJP,R-134a,60 Hz,1/10,220 V 60 Hz,LBP,ARI 540,LBP,78,1.12,2.83 cm³,RSIR,LST
EMIE30HJP,R-134a,60 Hz,1/10,220 V 60 Hz,LBP,EN12900,LBP,46,0.92,2.83 cm³,RSIR,LST
EMIE30HJR,R-134a,60 Hz,1/10,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,89,1.21,2.83 cm³,RSIR,LST
EMIE30HJR,R-134a,60 Hz,1/10,115-127 V 60 Hz,L/MBP,ARI 540,LBP,80,1.07,2.83 cm³,RSIR,LST
EMIE30HJR,R-134a,60 Hz,1/10,115-127 V 60 Hz,L/MBP,EN12900,LBP,45,0.80,2.83 cm³,RSIR,LST
EMIE40HER,R-134a,60 Hz,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,117,1.32,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,60 Hz,1/10,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,116,1.33,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,60 Hz,1/10,115-127 V 60 Hz,L/MBP,ARI 540,LBP,101,1.16,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,60 Hz,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,100,1.15,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,50 Hz,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ASHRAE,LBP,95,1.20,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,60 Hz,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,CECOMAF,LBP,82,0.98,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,50 Hz,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,ARI 540,LBP,82,1.04,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,60 Hz,1/10,115-127 V 60 Hz,L/MBP,EN12900,LBP,58,0.96,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,60 Hz,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,58,0.99,3.4 cm³,RSIR/CSIR,LST
EMIE40HER,R-134a,50 Hz,1/10,220-240 V 50 Hz / 220-240 V 60 Hz,L/MBP,EN12900,LBP,44,0.77,3.4 cm³,RSIR/CSIR,LST
EMIE40HJP,R-134a,60 Hz,1/8,220 V 50 Hz / 220 V 60 Hz,LBP,ASHRAE,LBP,120,1.25,3.4 cm³,RSIR,LST
EMIE40HJP,R-134a,60 Hz,1/8,115-127 V 60 Hz,L/MBP,ASHRAE,LBP,116,1.30,3.4 cm³,RSIR,LST
EMIE40HJP,R-134a,60 Hz,1/8,220 V 50 Hz / 220 V 60 Hz,LBP,ARI 540,LBP,103,1.09,3.4 cm³,RSIR,LST
EMIE40HJP,R-134a,60 Hz,1/8,115-127 V 60 Hz,L/MBP,ARI 540,LBP,100,1.12,3.4 cm³,RSIR,LST
EMIE40HJP,R-134a,60 Hz,1/8,220 V 50 Hz / 220 V 60 Hz,LBP,EN12900,LBP,61,0.91,3.4 cm³,RSIR,LST
EMIE40HJP,R-134a,60 Hz,1/8,115-127 V 60 Hz,L/MBP,EN12900,LBP,56,0.87,3.4 cm³,RSIR,LST
EMIE65HER,R-134a,60 Hz,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,185,1.33,5.19 cm³,RSIR/CSIR,LST
EMIE65HER,R-134a,60 Hz,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,159,1.20,5.19 cm³,RSIR/CSIR,LST
EMIE65HER,R-134a,50 Hz,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ASHRAE,LBP,151,1.23,5.19 cm³,RSIR/CSIR,LST
EMIE65HER,R-134a,50 Hz,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,ARI 540,LBP,130,1.10,5.19 cm³,RSIR/CSIR,LST
EMIE65HER,R-134a,60 Hz,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,87,0.82,5.19 cm³,RSIR/CSIR,LST
EMIE65HER,R-134a,50 Hz,1/6,220-240 V 50 Hz / 220-240 V 60 Hz,LBP,EN12900,LBP,67,0.66,5.19 cm³,RSIR/CSIR,LST
EMIS15HBR,R-134a,60 Hz,1/20,220 V 60 Hz,MBP,ASHRAE,MBP,114,1.34,1.98 cm³,RSIR,LST
EMIS15HBR,R-134a,60 Hz,1/20,115-127 V 60 Hz,MBP,ASHRAE,MBP,113,1.29,1.98 cm³,RSIR,LST
EMIS15HBR,R-134a,60 Hz,1/20,220 V 60 Hz,MBP,ARI 540,MBP,112,1.34,1.98 cm³,RSIR,LST
EMIS15HBR,R-134a,60 Hz,1/20,115-127 V 60 Hz,MBP,ARI 540,MBP,112,1.33,1.98 cm³,RSIR,LST
EMIS15HBR,R-134a,60 Hz,1/20,220 V 60 Hz,MBP,EN12900,MBP,105,1.35,1.98 cm³,RSIR,LST
EMIS15HBR,R-134a,60 Hz,1/20,115-127 V 60 Hz,MBP,EN12900,MBP,104,1.28,1.98 cm³,RSIR,LST
EMIS30HHR,R-134a,50 Hz,1/10,220 V 50 Hz / 220 V 60 Hz,L/M/HBP,ASHRAE,HBP,314,2.14,3 cm³,RSIR,LST
EMIS30HHR,R-134a,50 Hz,1/10,220 V 50 Hz / 220 V 60 Hz,L/M/HBP,ARI 540,HBP,279,1.92,3 cm³,RSIR,LST
EMIS30HHR,R-134a,50 Hz,1/10,220 V 50 Hz / 220 V 60 Hz,L/M/HBP,EN12900,HBP,276,2.03,3 cm³,RSIR,LST
EMIS30HHR,R-134a,50 Hz,1/10,220 V 50 Hz / 220 V 60 Hz,L/M/HBP,ASHRAE,LBP,77,0.94,3 cm³,RSIR,LST
EMIS30HHR,R-134a,50 Hz,1/10,220 V 50 Hz / 220 V 60 Hz,L/M/HBP,ARI 540,LBP,68,0.83,3 cm³,RSIR,LST
EMIS30HHR,R-134a,50 Hz,1/10,220 V 50 Hz / 220 V 60 Hz,L/M/HBP,EN12900,LBP,40,0.60,3 cm³,RSIR,LST
EMIS70HHR,R-134a,60 Hz,1/5,115-127 V 60 Hz,L/M/HBP,ARI 540,LBP,177,1.20,5.96 cm³,RSIR,LST
EMM32CLC,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ASHRAE,LBP,103,1.91,5.96 cm³,RSCR,LST
EMM32CLC,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ARI 540,LBP,89,1.73,5.96 cm³,RSCR,LST
EMM32CLC,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,EN12900,LBP,51,1.05,5.96 cm³,RSCR,LST
EMM36CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,112,1.93,6.78 cm³,RSCR,LST
EMM36CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,96,1.68,6.78 cm³,RSCR,LST
EMM36CLC,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,57,1.55,6.78 cm³,RSCR,LST
EMR32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ASHRAE,LBP,101,1.72,6.36 cm³,RSCR,LST
EMR32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ASHRAE,LBP,101,1.72,5.96 cm³,RSCR,LST
EMR32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ARI 540,LBP,88,1.56,6.36 cm³,RSCR,LST
EMR32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ARI 540,LBP,88,1.56,5.96 cm³,RSCR,LST
EMR32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,EN12900,LBP,48,0.91,5.96 cm³,RSCR,LST
EMR32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,EN12900,LBP,48,0.91,6.36 cm³,RSCR,LST
EMR40HLC,R-134a,50 Hz,1/6,220-240 V 50 Hz,LBP,ASHRAE,LBP,115,1.70,4.15 cm³,RSCR,LST
EMR40HLC,R-134a,50 Hz,1/6,220-240 V 50 Hz,LBP,ARI 540,LBP,101,1.50,4.15 cm³,RSCR,LST
EMR46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ASHRAE,LBP,140,1.65,7.96 cm³,RSCR,LST
EMR46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ARI 540,LBP,118,1.43,7.96 cm³,RSCR,LST
EMR46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,EN12900,LBP,72,1.24,7.96 cm³,RSCR,LST
EMR50HLC,R-134a,50 Hz,1/5,200-230 V 50 Hz,LBP,ASHRAE,LBP,148,1.67,4.85 cm³,RSCR,LST
EMR50HLC,R-134a,50 Hz,1/5,200-230 V 50 Hz,LBP,ARI 540,LBP,117,1.33,4.85 cm³,RSCR,LST
EMR50HLC,R-134a,50 Hz,1/5,200-230 V 50 Hz,LBP,EN12900,LBP,42,0.67,4.85 cm³,RSCR,LST
EMR55CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ASHRAE,LBP,163,1.70,9.04 cm³,RSCR,LST
EMR55CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ARI 540,LBP,139,1.51,9.04 cm³,RSCR,LST
EMR55CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,EN12900,LBP,79,0.98,9.04 cm³,RSCR,LST
EMR60HLC,R-134a,50 Hz,1/4,200-230 V 50 Hz,LBP,ASHRAE,LBP,191,1.84,5.54 cm³,RSCR,LST
EMR60HLC,R-134a,50 Hz,1/4,200-230 V 50 Hz,LBP,ARI 540,LBP,161,1.59,5.54 cm³,RSCR,LST
EMR60HLC,R-134a,50 Hz,1/4,200-230 V 50 Hz,LBP,EN12900,LBP,99,1.38,5.54 cm³,RSCR,LST
EMRS32CLC,R-600a,60 Hz,1/7,100 V 50 Hz / 100 V 60 Hz,LBP,ASHRAE,LBP,117,1.76,5.96 cm³,RSCR,LST
EMRS32CLC,R-600a,50 Hz,1/7,100 V 50 Hz / 100 V 60 Hz,LBP,ASHRAE,LBP,101,1.70,5.96 cm³,RSCR,LST
EMRS32CLC,R-600a,60 Hz,1/7,100 V 50 Hz / 100 V 60 Hz,LBP,ARI 540,LBP,100,1.52,5.96 cm³,RSCR,LST
EMRS32CLC,R-600a,50 Hz,1/7,100 V 50 Hz / 100 V 60 Hz,LBP,ARI 540,LBP,86,1.47,5.96 cm³,RSCR,LST
EMRS32CLC,R-600a,60 Hz,1/7,100 V 50 Hz / 100 V 60 Hz,LBP,EN12900,LBP,62,1.35,5.96 cm³,RSCR,LST
EMRS32CLC,R-600a,50 Hz,1/7,100 V 50 Hz / 100 V 60 Hz,LBP,EN12900,LBP,53,1.28,5.96 cm³,RSCR,LST
EMRS32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ASHRAE,LBP,102,1.73,5.96 cm³,RSCR,LST
EMRS32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ARI 540,LBP,87,1.49,5.96 cm³,RSCR,LST
EMRS32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,EN12900,LBP,55,1.33,5.96 cm³,RSCR,LST
EMRS40CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,122,1.68,7.51 cm³,RSCR,LST
EMRS40CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,106,1.46,7.51 cm³,RSCR,LST
EMRS40CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,64,1.26,7.51 cm³,RSCR,LST
EMRS46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ASHRAE,LBP,132,1.64,8.23 cm³,RSCR,LST
EMRS46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ARI 540,LBP,112,1.40,8.23 cm³,RSCR,LST
EMRS46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,EN12900,LBP,69,1.22,8.23 cm³,RSCR,LST
EMS32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ASHRAE,LBP,101,1.72,5.96 cm³,RSCR,LST
EMS32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,ARI 540,LBP,88,1.56,5.96 cm³,RSCR,LST
EMS32CLP,R-600a,50 Hz,1/7,220-240 V 50 Hz,LBP,EN12900,LBP,48,0.91,5.96 cm³,RSCR,LST
EMS40CLP,R-600a,50 Hz,1/6,220-240 V 50 Hz,LBP,ASHRAE,LBP,128,1.78,7.23 cm³,RSCR,LST
EMS40CLP,R-600a,50 Hz,1/6,220-240 V 50 Hz,LBP,ARI 540,LBP,109,1.59,7.23 cm³,RSCR,LST
EMS40CLP,R-600a,50 Hz,1/6,220-240 V 50 Hz,LBP,EN12900,LBP,60,1.00,7.23 cm³,RSCR,LST
EMS6170Z,R-134a,50 Hz,1/2,220-240 V 50 Hz,HBP,ASHRAE,HBP,813,2.21,7.96 cm³,CSIR,HST
EMS6170Z,R-134a,50 Hz,1/2,220-240 V 50 Hz,HBP,EN12900,HBP,769,2.49,7.96 cm³,CSIR,HST
EMS6170Z,R-134a,50 Hz,1/2,220-240 V 50 Hz,HBP,ARI 540,HBP,725,1.98,7.96 cm³,CSIR,HST
EMSS40CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,125,1.79,7.51 cm³,RSCR,LST
EMSS40CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,106,1.52,7.51 cm³,RSCR,LST
EMSS40CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,64,1.31,7.51 cm³,RSCR,LST
EMSS46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ASHRAE,LBP,139,1.74,8.23 cm³,RSCR,LST
EMSS46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,ARI 540,LBP,117,1.44,8.23 cm³,RSCR,LST
EMSS46CLP,R-600a,50 Hz,1/5,220-240 V 50 Hz,LBP,EN12900,LBP,74,1.56,8.23 cm³,RSCR,LST
EMSS66CLC,R-600a,50 Hz,1/8,220-240 V 50 Hz,LBP,ASHRAE,LBP,178,1.75,10.61 cm³,RSCR,LST
EMSS66CLC,R-600a,50 Hz,1/8,220-240 V 50 Hz,LBP,ARI 540,LBP,152,1.50,10.61 cm³,RSCR,LST
EMSS66CLC,R-600a,50 Hz,1/8,220-240 V 50 Hz,LBP,EN12900,LBP,94,1.34,10.61 cm³,RSCR,LST
EMT1117U,R-290,50 Hz,1/5,220-240 V 50 Hz,LBP,ASHRAE,LBP,206,1.45,4.5 cm³,RSCR,LST
EMT1117U,R-290,50 Hz,1/5,220-240 V 50 Hz,LBP,ARI 540,LBP,174,1.23,4.5 cm³,RSCR,LST
EMT1117U,R-290,50 Hz,1/5,220-240 V 50 Hz,LBP,EN12900,LBP,124,1.23,4.5 cm³,RSCR,LST
EMT1121U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,272,1.56,5.56 cm³,RSCR,LST
EMT1121U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,224,1.31,5.56 cm³,RSCR,LST
EMT1121U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,159,1.29,5.56 cm³,RSCR,LST
EMT1125U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,302,1.53,5.96 cm³,RSCR,LST
EMT1125U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,250,1.34,5.96 cm³,RSCR,LST
EMT1125U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,178,1.28,5.96 cm³,RSCR,LST
EMT1130U,R-290,50 Hz,1/2,220-240 V 50 Hz,LBP,ASHRAE,LBP,334,1.38,6.76 cm³,RSIR,LST
EMT1130U,R-290,50 Hz,1/2,220-240 V 50 Hz,LBP,ARI 540,LBP,277,1.17,6.76 cm³,RSIR,LST
EMT1130U,R-290,50 Hz,1/2,220-240 V 50 Hz,LBP,EN12900,LBP,201,1.15,6.76 cm³,RSIR,LST
EMT2117GK,R-404A,50 Hz,1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,243,1.32,4.5 cm³,CSIR,HST
EMT2117GK,R-404A,50 Hz,1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,186,1.04,4.5 cm³,CSIR,HST
EMT2117GK,R-404A,50 Hz,1/4,220-240 V 50 Hz,LBP,EN12900,LBP,141,1.12,4.5 cm³,CSIR,HST
EMT2117U,R-290,50 Hz,1/5,220-240 V 50 Hz,LBP,ASHRAE,LBP,205,1.37,4.5 cm³,CSIR,HST
EMT2117U,R-290,50 Hz,1/5,220-240 V 50 Hz,LBP,ARI 540,LBP,174,1.18,4.5 cm³,CSIR,HST
EMT2117U,R-290,50 Hz,1/5,220-240 V 50 Hz,LBP,EN12900,LBP,124,1.18,4.5 cm³,CSIR,HST
EMT2121GK,R-404A,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,305,1.39,5.19 cm³,CSIR,HST
EMT2121GK,R-404A,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,230,1.07,5.19 cm³,CSIR,HST
EMT2121GK,R-404A,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,173,1.15,5.19 cm³,CSIR,HST
EMT2121U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,267,1.47,5.56 cm³,CSIR,HST
EMT2121U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,256,1.42,5.56 cm³,CSIR,LST
EMT2121U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,226,1.26,5.56 cm³,CSIR,LST
EMT2121U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,224,1.25,5.56 cm³,CSIR,HST
EMT2121U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,173,1.41,5.56 cm³,CSIR,LST
EMT2125GK,R-404A,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,352,1.40,5.96 cm³,CSIR,HST
EMT2125GK,R-404A,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,328,1.34,5.96 cm³,CSIR,HST
EMT2125GK,R-404A,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,220,1.27,5.96 cm³,CSIR,HST
EMT2125U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ASHRAE,LBP,300,1.48,5.96 cm³,CSIR,HST
EMT2125U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,250,1.26,5.96 cm³,CSIR,HST
EMT2125U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,ARI 540,LBP,245,1.28,5.96 cm³,CSIR,LST
EMT2125U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,188,1.40,5.96 cm³,CSIR,LST
EMT2125U,R-290,50 Hz,1/3,220-240 V 50 Hz,LBP,EN12900,LBP,178,1.23,5.96 cm³,CSIR,HST
EMT2130GK,R-404A,50 Hz,1/2,220-240 V 50 Hz,LBP,ASHRAE,LBP,378,1.29,6.76 cm³,CSIR,HST
EMT2130GK,R-404A,50 Hz,1/2,220-240 V 50 Hz,LBP,ARI 540,LBP,289,1.01,6.76 cm³,CSIR,HST
EMT2130GK,R-404A,50 Hz,1/2,220-240 V 50 Hz,LBP,EN12900,LBP,220,1.09,6.76 cm³,CSIR,HST
EMT2130U,R-290,50 Hz,1/2,220-240 V 50 Hz,LBP,ASHRAE,LBP,335,1.41,6.76 cm³,CSIR,HST
EMT2130U,R-290,50 Hz,1/2,220-240 V 50 Hz,LBP,ARI 540,LBP,280,1.20,6.76 cm³,CSIR,HST
EMT2130U,R-290,50 Hz,1/2,220-240 V 50 Hz,LBP,EN12900,LBP,197,1.15,6.76 cm³,CSIR,HST
EMT22HLP,R-134a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,74,1.15,3 cm³,RSIR,LST
EMT22HLP,R-134a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,65,0.99,3 cm³,RSIR,LST
EMT22HLP,R-134a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,41,1.02,3 cm³,RSIR,LST
EMT23CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ASHRAE,LBP,75,1.20,4.5 cm³,RSIR,LST
EMT23CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,ARI 540,LBP,66,1.12,4.5 cm³,RSIR,LST
EMT23CLP,R-600a,50 Hz,-,220-240 V 50 Hz,LBP,EN12900,LBP,41,0.88,4.5 cm³,RSIR,LST
EMT28HLP,R-134a,50 Hz,1/9,200-240 V 50 Hz 1~,LBP,ASHRAE,LBP,85,1.23,3 cm³,RSIR,LST
EMT28HLP,R-134a,50 Hz,1/9,200-240 V 50 Hz 1~,LBP,ARI 540,LBP,74,1.07,3 cm³,RSIR,LST
EMT28HLP,R-134a,50 Hz,1/9,200-240 V 50 Hz 1~,LBP,EN12900,LBP,44,0.84,3 cm³,RSIR,LST
EMT30CDP,R-600a,50 Hz,-,220-240 V 50 Hz,HBP,ASHRAE,HBP,268,2.68,4.5 cm³,RSIR,LST
EMT30CDP,R-600a,50 Hz,1/10,220-240 V 50 Hz,HBP,ASHRAE,HBP,268,2.68,4.5 cm³,RSIR,-
